identificador;enunciated;link_do_video;comment;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;correct
SESPEPE2018R12Q87;;https://vimeo.com/434144920;" Vamos aproveitar a questão para revisar os tipos de variáveis. As variáveis podem ser divididas primariamente em qualitativas e quantitativas. As qualitativas são representadas por nomes e podem ser divididas em: nominais, não admitem ordem/hierarquia, como à sexo, tipo sanguíneo, estado conjugal; ordinais, admitem uma ordem, como à grau de escolaridade. As quantitativas são representadas por números e podem ser divididas em: discretas, quando só podem ser representadas por números inteiros, como à número de filhos; contínua, que podem ser representadas por números com casas decimais, como à altura, peso, idade. Como a questão pede sobre glicemia e número de filhos temos que glicemia é uma variável quantitativa contínua, pois pode ter resultados com casas decimais como 98,6 mg/dL (apesar de não ser comum representar a casa decimal, é possível), e a quantidade de filhos é uma variável quantitativa discreta, pois só pode ser representada por números inteiros, já que não tem como a pessoa ter 2,5 filhos. Resposta letra B.";A) Nominal e ordinal.;B) Contínua e discreta.;C) Quantitativa e qualitativa.;D) Discreta e Contínua.;E) Categoria e ordinal.;
SESPEPE2018R12Q88;;https://vimeo.com/434145019;" Vamos aproveitar a questão para revisar a técnica da prova do laço. Primeiro vamos avaliar a PA do paciente e vamos fazer uma média da pressão arterial (atenção, não é a pressão arterial média, é a média da pressão arterial). Depois vamos inflar o esfigmomanômetro na média da PA do paciente e deixar inflado nessa pressão por 5 minutos no adulto e por 3 minutos na criança. Depois temos que desinflar o manguito e desenhar um quadrado de 2,5 x 2,5cm de lado e contar quantos pontos vermelhos vão estar presentes dentro do quadrado. A prova será considerada positiva quanto tiver 20 ou mais pontos no adulto ou 10 ou mais pontos na criança. Vamos avaliar as alternativas: I – CORRETO; II – CORRETO; III – INCORRETO, no adulto o manguito vai ficar inflado por 5 minutos e não 10; IV – CORRETO; V – INCORRETO, não vamos usar torniquete com garrote no lugar do esfigmo pois o esfigmo já vai estar desinflado. Resposta letra C, apenas 3 corretos.";A) Todos estão corretos.;B) Existem, apenas, quatro corretos.;C) Existem, apenas, três corretos.;D) Existem, apenas, dois corretos.;E) Existe, apenas, um correto.;
SESPEPE2018R12Q89;;https://vimeo.com/434145091;" Vamos analisar os itens sobre febre amarela: I – INCORRETO, para ser considerado como caso suspeito o paciente precisa ter um quadro febril agudo por até 7 dias, mais do que isso temos que pensar em outras possibilidades diagnósticas; II – INCORRETA, como a pessoa foi infectada no zoológico, o quadro é considerado como SILVESTRE, já que é uma zona de mata, para um caso ser considerado como urbano o vetor tem que ser o Aedes aegypti, coisa que não acontece desde 1942, apenas a forma silvestre é registrada sobre forma de surtos e em áreas endêmicas, na forma silvestre os vetores são os haemagogus e sabethes; III – CORRETA, não há casos de recidiva em pacientes que pegaram febre amarela, então consideramos que confere imunidade permanente; IV – CORRETA, apesar de a maioria dos casos serem assintomáticos e/ou brandos, o quadro clássico da doença é o quadro bifásico com a fase inicial de infecção e depois o período de toxemia, que é quando o quadro clínico do paciente se agrava; V – CORRETA, os filhos de mães imunes vão ter imunidade natural transitória até o 6º mês de vida. Como temos 3 corretas, resposta letra C.";A) Todos estão corretas.;B) Existem, apenas, quatro corretas.;C) Existem, apenas, três corretas.;D) Existem, apenas, duas corretas.;E) Existe, apenas, uma correta.;
SESPEPE2018R12Q90;;https://vimeo.com/434145171;" Vamos analisar as assertivas sobre a Atenção Básica: I – INCORRETA, a Atenção Básica deve ser a principal porta de entrada no SUS, mas NÃO é a única, visto que temos as emergências, as UPAs, o CAPES, que também são portas de entrada; II – CORRETA, a Atenção Básica tem o papel estruturante, organizador da rede; III – CORRETA, esse é um dos princípios da Atenção Básica, coordenador o cuidado; IV – CORRETA, como dito, a Atenção Básica tem papel organizador da rede, e dentro dessa organização está a ordenação das ações e serviços disponibilizados na rede; V – CORRETA, esse é um dos princípios do SUS, todos tem acesso integral e gratuito. Como temos 4 alternativas corretas, resposta letra B.";A) Todas estão corretas;B) Existem, apenas, quatro corretas.;C) Existem, apenas, três corretas.;D) Existem, apenas, duas corretas.;E) Existe, apenas, uma correta.;
UNICAMPSPSP2019R11Q70;;https://vimeo.com/434145549;" Temos aqui um ensaio clínico, que comparou a eficácia de 2 drogas em relação a um placebo. Quando vamos avaliar esse tipo de estudos temos que olhar 2 parâmetros, o Odds Ratio (razão de chances) que mostra o risco de determinado evento acontecer (atenção que risco está relacionado à chance, não necessariamente significa um desfecho ruim) e o Intervalo de Confiança (IC). Quando o OR for &gt; 1 significa que a chance/risco de determinado desfecho acontecer está aumentada, quando OR for &lt; 1 significa que a chance/risco do desfecho está diminuída, e quando o OR = 1 significa que não houve impacto, nem aumenta nem diminui a chance. Além do OR, temos que avaliar o IC para saber se podemos ou não confiar no OD. Para confiar em um OD &gt; 1, TODOS os seus resultados têm que ser maiores do que 1, quando OD &lt; 1, TODOS os seus resultados têm que ser menores do que 1, caso o resultado passe pelo número 1 (por exemplo OD variando de 0,9 até 4,3) não podemos confiar no resultado, pois teve momentos que o desfecho aumentou e momentos que diminuiu. Analisando as drogas utilizadas no estudo, vemos que apesar de o OD das duas drogas serem &gt; 1, vemos que o IC de ambas varia entre resultados menores que 1 e maiores que 1, portanto NÃO podemos confiar nesse OD e consideramos que não tem significância estatística e por isso temos como resposta letra B, pois como o placebo tem efeito neutro e as drogas atuaram hora como fator protetor, hora como fator de risco e hora como fator neutro (já que o OD variou entre &lt; 1, =1 e &gt;1), as drogas também não tiveram efeito.";A)  A droga 2 deve ser priorizada em relação à droga 1 na recuperação clínica.;B) As drogas apresentaram efeito semelhante ao placebo para a recuperação clínica do paciente.;C) A droga 1 apresentou melhor efeito na recuperação clínica em qualquer condição sócio-demográfica e clínica.;D) As drogas apresentaram resultados positivos para a recuperação clínica em relação ao placebo.;;
UNICAMPSPSP2019R11Q71;;https://vimeo.com/434145619; Temos aqui um caso em que a paciente relembra/revive momentos traumáticos, nesse caso um assalto, quando passa no local em que o evento ocorreu, isso é caracterizado como um Transtorno de estresse pós-traumático. De forma geral, o Transtorno de estresse pós-traumático não necessita de notificação, no entanto, no caso em questão o trauma ocorreu NO AMBIENTE DE TRABALHO (estacionamento do local em que ela trabalha), e por isso, pode ser caracterizado como um transtorno mental relacionado ao trabalho, e todo transtorno mental relacionado ao trabalho tem que ser notificado! Por isso, a melhor resposta é a letra B.;A) Transtorno de ansiedade e notificação.;B) Transtorno de estresse pós-traumático e notificação.;C) Transtorno de ansiedade e não necessidade de notificação.;D) Transtorno de estresse pós-traumático e não necessidade de notificação.;;
UNICAMPSPSP2019R11Q72;;https://vimeo.com/434145708;" Temos aqui um paciente que tem um quadro clínico degenerativo, sem chance de cura e que demandou diversas medidas invasivas para mantê-lo vivo, medidas essas que não modificam/reverteram o curso da doença, caso continuemos praticando tais medidas estaremos realizando a Distanásia, que é o prolongamento da vida através de qualquer custo, fazendo uso de medidas invasivas, que não modificam o curso da doença e que podem causar sofrimento, portanto resposta letra B.  A – INCORRETA, a eutanásia significa antecipar a morte, que traz como lógica o fato de “menos dias de vida, menos dias sofrendo”, mas é um procedimento proibido no Brasil; C – INCORRETA, a ortotanásia significa respeitar o processo de morte, deixando que siga seu fluxo natural sem tentar abreviar nem prolongar, vamos dar uma morte digna, sem sofrimentos; D – INCORRETA, Kalotanasia está relacionada com a boa morte nos programas de cuidados paliativos, enfatizando aspectos estéticos e ritualísticos.";A) Eutanásia.;B) Distanásia.;C) Ortotanásia.;D) Calotanásia.;;
UNICAMPSPSP2019R11Q73;;https://vimeo.com/434145774;" Questão nos pede a alternativa CORRETA em relação à vigilância epidemiológica, vamos lá: A – CORRETA, isso é conceitual, historicamente a notificação compulsória tem sido a principal fonte  de dados para a vigilância epidemiológica; B – INCORRETA, a notificação não precisa ser feita APENAS pelo médico, qualquer cidadão pode fazer uma notificação, mesmo sem ser da área da saúde; C – INCORRETA, quem tem essa finalidade é a vigilância EPIDEMIOLÓGICA e não a sanitária; D – INCORRETA, na verdade foi o contrário, a Secretaria Nacional de Vigilância Sanitária que foi transformada na Agência de Vigilância Sanitária (ANVISA).";A) A notificação compulsória tem sido a principal fonte da vigilância epidemiológica.;B) Notificação é a comunicação feita à vigilância sanitária apenas pelo médico.;C) Vigilância sanitária tem como finalidade recomendar e adotar as medidas de prevenção e controle das doenças ou agravos.;D) A Agência Nacional de Vigilância Sanitária foi transformada na Secretaria Nacional de Vigilância Sanitária, em 1999.;;
UNICAMPSPSP2019R11Q74;;https://vimeo.com/434145836; Estamos diante de um trabalhador rural que após aplicação de veneno no último mês, passou a apresentar fraqueza, cólicas abdominais, vômitos e espasmos musculares, esse é um quadro clínico típico das síndromes colinérgicas, que podem ser causadas pelos organofosforados. Como é um caso de intoxicação aguda, a pesquisa é feita através da dosagem da colinesterase citoplasmática, resposta letra D, mas se estivéssemos diante de um quadro de intoxicação crônica, o exame a ser solicitado é a dosagem de colinesterase eritrocitária. Os piretróides não costumam provocar intoxicação, eles costumam provocar irritação sobre pele e mucosas, com hiperemia conjuntival, irritação cutânea, e não há nenhum exame para diagnosticar intoxicação/irritação por piretróide, o diagnóstico é clínico através da presença de sintomas + fator de risco (exposição), portanto, A – INCORRETA. Os fungicidas não costumam causar intoxicação aguda, mas sim intoxicação crônica, e não vamos avaliar a intoxicação de fungicida pela dosagem de colinesterase, portanto, C – INCORRETA.;A) Piretróide e dosagem de colinesterase plasmática.;B) Organofosforado e dosagem de colinesterase eritrocitária.;C) Fungicida e dosagem de colinesterase eritrocitária.;D) Organofosforado e dosagem de colinesterase plasmática.;;
UFRJ2019R1Q91;;https://vimeo.com/434145298; Como a questão fala de risco de morte de acidente de trânsito, temos a mortalidade por uma causa específica, nesse caso os acidentes de trânsito. O cálculo será feito a partir do número de óbitos por acidente de trânsito da cidade divido pela população exposta, mas a população TODA está exposta à acidentes de trânsito, portanto temos como resposta letra A. Não poderia ser letra B nem D porque mortalidade proporcional serve para avaliar as diferentes causas de morte entre si, não serve para avaliar RISCO. Não poderia ser a letra C, porque risco relativo é uma medida de associação do estudo de coorte, e o estudo em questão é um estudo transversal.;"A) mortalidade específica por causa; número de óbitos por acidente de trânsito em cada cidade / população de cada cidade em 2016.";"B) mortalidade proporcional; óbitos por acidente de trânsito em cada cidade / total de óbitos em cada cidade em 2016.";"C) risco relativo; mortalidade acidente de trânsito na cidade X / mortalidade acidente de trânsito na cidade Y em 2016.";D) razão de mortalidade proporcional, óbitos por acidente de trânsito na cidade X / óbitos por acidente de trânsito na cidade Y esperados na cidade X se tivesse a mesma mortalidade por acidente de trânsito da cidade Y em 2016.;;
UFRJ2019R1Q92;;https://vimeo.com/434145361;" Evento sentinela é um evento imprevisto que pode muitas vezes trazer malefício para a saúde do paciente e serve para ter um cuidado maior nos setores que estão sob cuidado, vamos avaliar as alternativas: A – INCORRETA, laboratório não é nem um evento; B – INCORRETA, casos de TB tratados não é um evento inesperado, o esperado é que ao diagnosticar um caso de TB ele seja tratado e curado; C – CORRETA, uma criança morrer em uma fila de esperar é um evento inesperado, que causa dano ao paciente e que leva o serviço de saúde a ter que tomar mais cuidado com o setor que ocorreu o evento; D – INCORRETA, esses acidentes não são eventos inesperados, são eventos possíveis de acontecer e isso não denota má qualidade de assistência à saúde.";A) laboratórios de vigilância de influenza;B) casos de tuberculose tratados.;C) óbitos infantis em filas de espera.;D) acidentes por animais peçonhentos.;;
UFRJ2019R1Q93;;https://vimeo.com/434145415;" A sensibilidade de um teste diagnóstico é a sua capacidade de diagnosticar os pacientes que tem a doença, sabendo disso, vamos analisar as alternativas: A – INCORRETA, esse é o conceito de valor preditivo positivo, o paciente dar positivo e realmente estar doente; B – INCORRETA, esse é o conceito de especificidade, que identifica quem não está doente, dentre os que deram um resultado negativo para a doença; C – CORRETA, de todos que tem a doença, quantos testaram positivo; D – INCORRETA, esse é o conceito de valor preditivo negativo, o paciente dar negativo no teste e realmente NÃO apresentar a doença.";A) os verdadeiros positivos, dentre todos os positivos.;B) corretamente, quem não tem a doença.;C) corretamente, quem tem a doença.;D) os verdadeiros negativos, dentre todos os negativos.;;
UFRJ2019R1Q94;;https://vimeo.com/434145476;" Questão pergunta o que podemos fazer em um ensaio clínico para evitarmos o viés de seleção ou a falta de comparabilidade entre os dois grupos. Vamos avaliar as alternativas: A – CORRETA, a randomização garante que os 2 grupos sejam o mais homogêneos possíveis, garante que eles sejam divididos de forma aleatória; B – INCORRETA, mascaramento serve para evitar o viés de aferição, pois ao saber se um grupo é o controle ou a intervenção, o pesquisador/médico/paciente/ podem alterar resultados para favorecer  ou desfavorecer uma intervenção; C – INCORRETA, o placebo serve para evitar que as pessoas que não estejam tomando o medicamento testado, não saibam que não estão tomando, pois o simples fato de saber que não está tomando a medicação em estudo pode interferir nos resultados finais; D – INCORRETA, análise por intenção de tratar é a avaliação que determina quantas pessoas precisam ser tratadas para que 1 delas tenham um desfecho positivo.";A) randomização.;B)  mascaramento.;C)  placebo no grupo controle.;D)  análise por intenção de tratar.;;
UFRJ2019R1Q90;;https://vimeo.com/434145238;" Primeiramente vamos conhecer 3 conceitos principais na avaliação em saúde: a eficácia, que é quando temos os resultados avaliados nas condições ideais; a eficiência é quando temos o custo benefício de determinada intervenção; e a efetividade quando aplicamos os resultados na realidade. E a ocorrência de efeitos adversos está relacionada a segurança de uma intervenção. Então, podemos concluir que a melhor resposta é a alternativa A.";A) eficácia, efetividade, segurança.;B) efetividade, eficiência, risco.;C) eficácia, resolutividade, risco.;D) resolutividade, eficiência, segurança.;;
USPSP2020R11Q56;;https://vimeo.com/434145950;" Estamos diante de um estudo que avaliou homens e mulheres de diferentes idades quanto à força. Perceba que nesse estudo os envolvidos foram avaliados apenas uma vez, não houve acompanhamento ao longo do tempo nem prospectivamente nem retrospectivamente, não houve comparação entre dois grupos buscando fatores de risco no passado e também não foi feita nenhuma intervenção nesses grupos. Portanto temos um estudo transversal e individuado, também conhecido como inquérito, caso o estudo fosse transversal, mas não fosse individuado e sim agregado, estaríamos falando do estudo ecológico. Portanto, temos como resposta letra A, estudo transversal. B – INCORRETA, não pode ser um coorte porque não houve acompanhamento desses grupos; C – INCORRETA, não pode ser caso-controle porque não houve uma comparação entre dois grupos na buscar de fatores de risco/proteção; D – INCORRETA, não pode ser experimental pois não houve nenhuma intervenção nos participantes.";A) Transversal.;B) Coorte.;C) Caso-controle.;D) Experimental.;;
USPSP2020R11Q57;;https://vimeo.com/434146003;" Estamos diante de um estudo que avaliou homens e mulheres de diferentes idades quanto à força. Perceba que nesse estudo os envolvidos foram avaliados apenas uma vez, não houve acompanhamento ao longo do tempo nem prospectivamente nem retrospectivamente, não houve comparação entre dois grupos buscando fatores de risco no passado e também não foi feita nenhuma intervenção nesses grupos. Portanto temos um estudo transversal e individuado, também conhecido como inquérito. A questão nos pergunta qual medida de associação pode ser usado nesse estudo, que como vimos é transversal e individuado, vamos avaliar as alternativas: A – INCORRETA, risco atribuível é a incidência nos expostos menos a incidência nos não expostos (Ie – Ine), mas a incidência só pode ser calculada quando há acompanhamento dos pacientes, que não é o caso do estudo em questão, essa medida de associação é muito usada no coorte; B – INCORRETA, hazard ratio/odds ratio é o mesmo que razão dos produtos cruzados e é utilizado nos estudos de caso-controle, que não é o estudo em questão; C – INCORRETA, risco relativo é a incidência dos expostos dividido pela incidência dos não expostos (Ie/Ine), e como vimos, só temos como calcular incidência quando há acompanhamento dos pacientes ao longo do tempo; D – CORRETA, essa medida é calculada através da divisão da prevalência dos expostos dividido pela prevalência dos não expostos, a prevalência nós conseguimos calcular nos estudos transversais, mas a incidência não.";A) Risco atribuível.;B) Hazard ratio.;C) Risco relativo.;D) Razão de prevalência.;;
USPSP2020R11Q58;;https://vimeo.com/434146058;" Questão abordando a profilaxia para raiva de acordo com o ministério da saúde, vamos revisar esse assunto. Para a abordagem temos que reconhecer os tipos de ferimentos: leves à superficial em tronco ou membros, exceto mãos e pés, nesses casos; grave à pescoço, cabeça, mãos/pés, profundo, lambedura de mucosas/olhos. Em relação ao animal, vamos considerar sem suspeita quando é um animal conhecido e que sabemos o status vacinal dele, enquanto o animal suspeito é quando não conhecemos o animal ou o seu status vacinal, o animal ainda pode ser considerado já raivoso ou silvestre ou desaparecido. Agora vamos ver as condutas de acordo com as situações: TODOS os casos vamos lavar o ferimento com água e sabão; ferimento leve + animal sem suspeita, vamos apenas observar o animal por 10 dias, se animal morrer, desaparecer ou ficar raivoso faz o esquema vacinal; ferimento leve + animal suspeito, iniciar profilaxia com 02 doses (0 e 3 dias), observar animal por 10 dias, se animal morrer, desaparecer ou ficar raivoso completa o esquema vacinal; ferimento leve + animal raivoso/silvestre/desaparecido, esquema vacinal; ferimento grave + animal sem suspeita, inicia esquema profilático com 2 doses (0 e 3 dias), observa o animal por 10 dias, se animal morrer, desaparecer ou ficar raivoso completa o esquema vacinal e faz o soro antirrábico; ferimento grave + animal suspeito, soro + iniciar esquema (0 e 3 doses), observa animal por 10 dias, se animal morrer, desaparecer ou ficar raivoso completa o esquema vacinal; ferimento grave + animal raivoso/silvestre/desaparecido, soro mais esquema vacinal completo. Lembrem que existem 2 esquemas de vacina, a vacina IM (0,3,7,14) e o esquema intradérmico ID (0,3,7,28). Depois dessa revisão vamos avaliar a questão. Temos um animal CONHECIDO e um ferimento na perna que é superficial, portanto LEVE, a conduta para um animal SEM SUSPEITA + FERIMENTO LEVE é apenas manter observação do animal por 10 dias, porta";A) Encaminhar para realizar vacinação antirrábica em Maria.;B) Manter observação do cão por 10 dias.;C) Encaminhar para realizar vacinação e soro antirrábico em Maria.;D) Encaminhar para realizar vacinação antirrábica em Maria se o cão não foi vacinado.;;
USPSP2020R11Q59;;https://vimeo.com/434146177; A questão aborda as propriedades dos testes diagnósticos (sensibilidade, especificidade, valor preditivo negativo, valor preditivo positivo), para responder essa questão temos que lembrar que a sensibilidade e especificidade de um teste são inerentes ao teste, ou seja, elas não mudam de acordo com a população em que se está sendo testada, o que quer dizer que os valores não vão se alterar se uma população tiver uma prevalência maior ou menor do que se está testando. O que vai mudar de acordo com a população em estudo é o valor preditivo positivo e o valor preditivo negativo, ou seja, eles vão mudar seus valores de acordo com a prevalência do que se está sendo testado naquela população. O valor preditivo positivo é o quanto eu posso confiar no teste que deu positivo e o valor preditivo negativo é o quanto eu posso confiar no teste que deu negativo. Se tivermos uma doença de alta prevalência na população e o teste der positivo, eu posso confiar nesse resultado pois a chance de estar certa é alta, sendo assim eu tenho um valor preditivo positivo alto. Por outro lado, se o teste der negativo em uma população que a prevalência da doença é muito baixa, também podemos confiar nesse teste, pois a chance de a pessoa realmente não estar doente é alta, sendo assim o valor preditivo negativo é alto. Caso o teste dê positivo em uma população em que a prevalência da doença é baixa, não podemos confiar nesse teste e o valor preditivo positivo vai ser baixo, do mesmo modo se um teste deu negativo em uma população que a prevalência da doença é alta, não podemos confiar no teste o valor preditivo negativo vai ser baixo. Depois dessa revisão, vemos que a resposta é a letra D), pois a sensibilidade e especificidade do teste não vão mudar com a mudança da população estudada.;A) Aumentará apenas a especificidade.;B) Diminuirá apenas a sensibilidade.;C) Diminuirá sensibilidade e aumentará especificidade.;D) Manterá mesma sensibilidade.;;
USPSP2020R11Q60;;https://vimeo.com/434146246;" Temos um estudo de caso-controle em que estão sendo avaliados pacientes que consomem laticínios em relação aos desfechos de doença cardiovascular e óbito e a questão nos pede a alternativa correta quanto a esse estudo. Para interpretar esses estudos temos que entender o conceito de intervalo de confiança, esse conceito é uma estimativa da confiabilidade do que está sendo avaliado. Sempre que o intervalo de confiança for maior do que 1, podemos confiar que o fator avaliado é de risco, quando o valor for menor do que 1 podemos confiar que o fator avaliado é protetor e quando o valor passar pelo número 1 quer dizer que teve momentos em que ele se comportou como risco e outros como protetor, então não é considerado confiável. Sabendo disso vamos avaliar as alternativas: A – INCORRETA, vemos que na mortalidade total o odds ratio/hazard ratio (HR) foi de 0,83, que indica proteção e como o intervalo de confiança foi de 0,72 – 0,96, então se comportou sempre como PROTETOR, podemos confiar nesse resultado ; B – INCORRETA, vemos que o HR para foi de 1,06 nos indicando um aumento no risco, mas o intervalo de confiança foi de 0,71 – 1,57, hora se comportando como risco e hora como protetor, portanto é um resultado NÃO CONFIÁVEL; C – CORRETA, temos que o HR é de 0,78 indicando fator protetor e vemos que o intervalo de confiança foi de 0,67 – 0,90, portanto SEMPRE se comportando com protetor, sendo um resultado confiável; D – INCORRETA, apesar de o HR ser de 0,89 que indicaria uma diminuição do risco, o intervalo de confiança foi de 0,71 – 1,11, não sendo portanto confiável.";A) Aumentou o risco de óbito.;B) Aumentou o risco de insuficiência cardíaca.;C) Reduziu o risco de doença cardiovascular grave.;D) Diminuiu o risco de infarto do miocárdio.;;
USPSPSP2018R11Q14;;https://vimeo.com/434007699; Estamos diante de um homem de 42 anos com crises de cefaleia hemicraniana direita há 7 dias, de forte intensidade, com até 4 episódios por dia durando até 1 hora cada. No exame físico durante a crise é presenciado hiperemia conjuntival e sudorese em hemiface direita, sinais autonômicos que nos fazem pensar nas cefaleias trigêmino-autonômicas, neste caso, a cefaleia em salvas. A cefaleia em salvas se apresenta com dor orbitária, supraorbitária ou temporal unilateral, é mais comum em homens, tem duração entre 15 – 180 minutos, pode ocorrer de 1-8 crises por dia e é acompanhada de sinais autonômicos como hiperemia ocular, lacrimejamento, miose, ptose, congestão nasal. O tratamento da crise pode ser feito com oxigênio 100% em alto fluxo por 15 minutos ou com triptanos, o tratamento profilático tem como principal escolha o verapamil, mas em segundo plano também pode ser feito com valproato de sódio ou gabapentina. Então, a princípio, parecemos ter 2 respostas a letra A e a letra D, no entanto como o verapamil é muito melhor que a gabapentina na profilaxia, a banca deu como resposta a letra D, o sumatriptano nasal para tratamento agudo e o verapamil para tratamento crônico.;"A) Tratamento agudo: Oxigênio; Tratamento crônico: Gabapentina.";"B) Tratamento agudo: Morfina; Tratamento crônico: Pregabalina.";"C) Tratamento agudo: Dipirona; Tratamento crônico: Prednisona.";"D) Tratamento agudo: Sumatriptano nasal; Tratamento crônico: Verapamil.";;
USPSPSP2018R11Q15;;https://vimeo.com/434007801;" A questão nos dá uma paciente com poliartrite simétrica de grandes e pequenas articulações há 6 meses, com exames revelando atividade inflamatória elevada e fator reumatoide fortemente positivo, portanto um quadro bem característico de Artrite Reumatóide (AR). Lembrar que o fator reumatoide é muito sensível, mas pouco específico, o mais específico para a AR é o anti-CCP. No tratamento da AR vamos utilizar drogas sintomáticas, como os AINES e os corticoides em dose anti-inflamatória, e as drogas modificadores do curso da doença como o metotrexato, cloroquina, hidroxicloroquina, sulfassalazina, anti-TNF alfa, infliximab, rituximab. Vamos avaliar as alternativas: A – INCORRETA, os AINES são drogas sintomáticas; B – INCORRETA, apesar de ser uma medicação imunossupressora, não é usada na AR; C – CORRETA, como visto acima; D – INCORRETA, essa medicação até pode ser usada nos casos de dor crônica, mas também não faz parte do grupo de drogas que modificam curso.";A) Naproxeno.;B) Azatioprina.;C) Cloroquina.;D) Pregabalina.;;
USPSPSP2018R11Q16;;https://vimeo.com/434007501;" Temos aqui um homem com queixa de fadiga, com exame físico sem alterações, que realizou um rastreio básico através do hemograma, que evidenciou  anemia, visto que a Hb estava um pouco baixa, o VCM &lt; 80 nos indica uma anemia microcítica, mas como a ferritina está com valores bons (consideramos baixa quando &lt; 20) já podemos afastar a deficiência de ferro como causa dessa anemia microcítica, nos resta pensar então em talassemias, anemia sideroblástica, anemia de doença crônica, esta última também excluída, pois a questão não nos dá nenhum dado que nos faça pensar em uma doença crônica. Vamos então avaliar as alternativas: A – INCORRETA, a deficiência de cobalamina (vit. B12) resultaria em anemia megaloblástica, com VCM &gt; 100, que não é o caso em questão; B – CORRETA, esse exame nos ajuda na investigação das talessemias, portanto, um exame que poderia ser indicado nesse momento da investigação; C – INCORRETA, o teste de coombs vamos solicitar quando estamos pensando em anemia hemolítica autoimune, e não tem nada no caso que nos faça pensar nisso, inclusive, nesses casos o VCM costuma estar um pouco elevado, pois ocorre uma reticulocitose e os reticulócitos costumam ser um pouco maiores do que as hemácias normais; D – INCORRETA, aqui também temos uma anemia hemolítica, nesse caso também poderíamos ter um aumento leve do VCM, e geralmente vamos pensar nessa causa quando ocorreu algum estresse oxidativo fazendo as hemácias hemolisarem, como uso de alguns medicamentos (sulfas, dapsona, nitrofurantoína), infecções, ingesta de fava, mas a questão não nos traz nada disso.";A) Cobalamina sérica.;B) Eletroforese de hemoglobina.;C) Teste de Coombs.;D) Atividades de G6PD.;;
USPSPSP2018R11Q18;;https://vimeo.com/434007876;" Temos aqui um paciente hipertenso, com insuficiência arterial periférica e insuficiência renal crônica que não está controlando bem a sua pressão apenas com a hidroclorotiazida, portanto precisamos fazer uma associação. As drogas de primeira linha no tratamento da HAS são: IECA, BRA, diurético tiazídicos e os bloqueadores dos canais de cálcio (BCC). Vamos avaliar as alternativas: A – INCORRETA, uma das principais contraindicações ao uso dos IECA e BRAs é a hipercalemia, e vemos que o potássio do paciente está alto, portanto não podemos indicar essa droga visto que enalapril é um IECA; B – INCORRETA, não faz parte das drogas de primeira linha para tratamento da HAS; C – CORRETA, aqui temos um BCC, que é droga de primeira linha e pode ser usado no paciente em questão; D – INCORRETA, além de não ser uma classe considerada como primeira linha no tratamento da HAS, o paciente já apresenta uma FC de 52, o que aumentaria o risco de bradicardia se usado beta-bloqueador.";A) Enalapril.;B) Hidralazina.;C) Anlodipino.;D) Propranolol.;;
USPSPSP2018R11Q19;;https://vimeo.com/434007956; Estamos diante de um paciente internado por causa de um infarto do miocárdio, que era tabagista, está em abstinência do cigarro e deseja manter essa abstinência após alta, mas tem medo de recaídas. Para esses casos podemos usar o adesivo/goma de mascar de nicotina, a bupropiona ou a vareniclina. Como medicações de segunda linha ainda temos a nortriptilina e a clonidina. Portanto, já temos que B e D estão INCORRETAS. Teríamos como corretas letras A e C, no entanto, nas questões de prova temos que levar em considerações alguns conceitos. Primeiro é que a bupropiona NÃO será primeira linha em pacientes com epilepsia pois ela diminui o limiar de convulsão, segundo é que a nicotina NÃO vai ser primeira opção em pacientes que tiveram infarto do miocárdio, por aumento teórico no risco de infarto. Como o paciente em questão sofreu um infarto, excluímos a nicotina e ficamos com a bupropiona como resposta correta. Resposta letra A.;A) Bupropiona.;B) Nortriptilina.;C) Adesivo nicotina.;D) Alprazolam.;;
PSUMGMG2018R11Q23;;https://vimeo.com/434012590;" Estamos diante de uma paciente diabética, que passou a apresentar febre elevada, cefaleia, mal estar, calafrios e dor em queimação no membro inferior esquerdo (MIE). No exame físico o MIE apresentava calor, rubor, bolhas confluentes. A análise do líquido das bolhas revelou a presença de S. aureus e o médico suspeitou de erisipela. A erisipela é uma doença infecciosa que acomete pele e tecido subcutâneo, que pode cursar com áreas de hiperemia, bolha, rubor, dor local e reações sistêmicas como febre, calafrios, mal estar. Portanto vemos que de fato o quadro da paciente é compatível com erisipela. Vamos avaliar as alternativas: A – INCORRETA, vimos que é compatível; B – CORRETA, a claudicação intermitente indica uma doença arterial obstrutiva periférica, apesar da paciente sentir dor à deambulação, a dor nesse caso é devido à inflamação local do MIE; C – INCORRETA, como vimos, as manifestações sistêmicas fazem parte do quadro clínico; D – INCORRETA, o agente MAIS COMUM da erisipela é o Streptococcus pyogenes do grupo A, mas o S. aureus pode sim ser um agente.";A) Apareceimento de lesões bolhosas é incompátivel com este diagnóstico.;B) Claudicação intermitente não faz parte do quadro de erisipela.;C) Na erisipela não ocorrem manifestações sistêmicas.;D) O Staphilococcus aureus não é agente etiológico de erisipela.;;
